country,indicator,percent,ageRange,definition,surveyYear,published,method,scope,confidence,limits,sourceName,sourceUrl
ERI,ipv-lifetime,27,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ESP,ipv-lifetime,13,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
EST,ipv-lifetime,14,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ETH,ipv-lifetime,34,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
FIN,ipv-lifetime,19,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
FJI,ipv-lifetime,40,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
FRA,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GAB,ipv-lifetime,33,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GBR,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GEO,ipv-lifetime,10,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GHA,ipv-lifetime,24,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GIN,ipv-lifetime,33,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GMB,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GNB,ipv-lifetime,26,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GNQ,ipv-lifetime,44,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GRC,ipv-lifetime,10,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GTM,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
GUY,ipv-lifetime,26,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
HKG,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
HND,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
HRV,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
HTI,ipv-lifetime,25,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
HUN,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
IDN,ipv-lifetime,18,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
IND,ipv-lifetime,35,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
IRL,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
IRN,ipv-lifetime,30,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
IRQ,ipv-lifetime,26,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ISL,ipv-lifetime,16,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ISR,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
ITA,ipv-lifetime,12,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
JAM,ipv-lifetime,25,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
JOR,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
JPN,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KAZ,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KEN,ipv-lifetime,34,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KGZ,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KHM,ipv-lifetime,21,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KIR,ipv-lifetime,51,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KOR,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
KWT,ipv-lifetime,15,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LAO,ipv-lifetime,18,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LBN,ipv-lifetime,20,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
LBR,ipv-lifetime,39,15–49 岁，曾有过伴侣的女性,曾有过伴侣的女性中，一生中至少经历过一次伴侣施加的身体暴力或性暴力,2018,2021-03-09,世界卫生组织汇总 161 个国家/地区共 366 项人口调查（约 200 万名女性）建立的贝叶斯多层模型国家估计,national,modelled,模型估计，不是逐国实测：数据稀少的国家由区域模式补齐，不确定区间很宽。各国原始调查的年份、年龄范围与问法不同。自陈调查普遍低报，真实比例可能更高。**本站的这份表是转录，尚未与原始文件逐行核对，引用前请打开来源核实。**,"世界卫生组织《Violence against women prevalence estimates, 2018》",https://www.who.int/publications/i/item/9789240022256
